Result_ID,Event_Title,Edition_ID,Sport,Result_Location,Result_Detail,Start_Date,End_Date,Time,Year,Season
56095,"Pole Vault, Men",2,Athletics,"Croix Catelan, Bois de Boulogne, Paris",na,1900-07-15,,16:30,1900,Summer
923573,"Team Sprint, Freestyle, Men",57,Cross Country Skiing,"Whistler Olympic Park, Whistler","Course Length: 1,580 mHeight Differential: 25 mMaximum Climb: 25 mTotal Climbing: 51 m",2010-02-22,,na,2010,Winter
51656,"Free Rifle, Three Positions, 300 metres, Men",14,Shooting,"Merrett Rifle Range, Williamstown, Victoria",na,1956-12-01,,09:00,1956,Summer
28730,"Light-Heavyweight (≤82½ kilograms), Men",9,Weightlifting,"Krachtsportgebouw, Amsterdam",na,1928-07-28,1928-07-29,19:00,1928,Summer
258676,"Beach Volleyball, Women",53,Beach Volleyball,"Chaoyang Gongyuan Shatan Paiqiu Chang, Beijing",na,2008-08-09,2008-08-21,na,2008,Summer
255651,"Canadian Doubles, 500 metres, Men",20,Canoe Sprint,"Grebnoy kanal, Sportivny komplex Krylatskoye, Moskva",na,1980-07-30,1980-08-01,na,1980,Summer
9262,"6 metres, 1919 Rating, Open",7,Sailing,Oostende,na,1920-07-07,1920-07-09,na,1920,Summer
6934,"4 x 100 metres Freestyle Relay, Women",20,Swimming,"Plavatelny basseyn, Sportivny kompleks Olimpiysky, Moskva",na,1980-07-27,,na,1980,Summer
70605,"Individual All-Around, Women",22,Artistic Gymnastics,"Che-yuk-gwan, Ol-lim-pik Gong-won, Seoul",na,1988-09-19,1988-09-23,na,1988,Summer
2091,"50 kilometres, Classical, Men",47,Cross Country Skiing,"Soldier Hollow, Wasatch Mountain State Park","Course Length: 50,016 mHeight Differential: 123 mIntermediate 1: 13.1 kmIntermediate 2: 25.4 kmIntermediate 3: 40.5 kmMaximum Climb: 51 mTotal Climbing: 1,794 m",2002-02-23,,9:30,2002,Winter
355634,"Light-Heavyweight, Greco-Roman (≤85 kilograms), Men",59,Wrestling,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-15,,na,2016,Summer
5379,"100 metres Freestyle, Men",14,Swimming,"Olympic Park Swimming and Diving Stadium, Melbourne, Victoria",na,1956-11-29,1956-11-30,na,1956,Summer
925810,"High Jump - Interscholastic Championships, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-30,,na,1904,Summer
57136,"110 metres Hurdles, Men",7,Athletics,"Olympisch Stadion, Antwerpen",na,1920-08-17,1920-08-18,na,1920,Summer
54138,"Platform, Women",13,Diving,"Helsingin Uimastadion, Helsinki",na,1952-08-01,1952-08-02,na,1952,Summer
70679,"Floor Exercise, Women",23,Artistic Gymnastics,"Palau Sant Jordi, Barcelona",na,1992-07-28,1992-08-01,na,1992,Summer
56024,"Pole Vault, Men",1,Athletics,"Panathinaiko Stadio, Athina",na,1896-04-10,,15:40,1896,Summer
70062,"Individual All-Around, Men",8,Artistic Gymnastics,"Stade Olympique de Colombes, Colombes",na,1924-07-17,1924-07-20,na,1924,Summer
925111,"Team Sprint, Professionals (Course des Nations), Men",2,Cycling Track,"Vélodrome Municipal de Vincennes, Paris",na,1900-09-14,,na,1900,Summer
930010,"Embusen - Naginata, Open",16,Kendo,"Nippon Budokan, Chiyoda, Tokyo",na,1964-10-15,,na,1964,Summer
158247,"Double Sculls, Men",14,Rowing,"Lake Wendouree, Ballarat, Victoria",na,1956-11-23,1956-11-27,na,1956,Summer
50072,"Team, Men",13,Modern Pentathlon,"Ahveniston maauimala, Hämeenlinna / Ahveniston hallintorakennus, Hämeenlinna / Ahveniston harju, Hämeenlinna",na,1952-07-21,1952-07-25,na,1952,Summer
5459,"100 metres Backstroke, Women",14,Swimming,"Olympic Park Swimming and Diving Stadium, Melbourne, Victoria",na,1956-12-03,1956-12-05,na,1956,Summer
57955,"400 metres, Men",10,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1932-08-04,1932-08-05,na,1932,Summer
103487,"Foil, Individual, Men",20,Fencing,"Futbolny polya, Legkoatletichesky futbolny kompleks, Moskva",na,1980-07-22,1980-07-23,na,1980,Summer
1377,"Combined, Women",43,Alpine Skiing,Nakiska (North Axe / Eagle Tail - Whiskey Gap),FRG,1988-02-20,1988-02-21,na,1988,Winter
1120,"3,000 metres, Women",47,Speed Skating,"Utah Olympic Oval, Kearns, Utah",na,2002-02-10,,13:00,2002,Winter
5756,"4 x 100 metres Medley Relay, Men",16,Swimming,"Kokuritsu Yoyogi Kyogijo, Shibuya, Tokyo",na,1964-10-15,1964-10-16,na,1964,Summer
70442,"Team All-Around, Women",19,Artistic Gymnastics,"Le Forum de Montréal, Montréal, Québec",na,1976-07-18,1976-07-19,"08:30-09:45-15:30-16:45 (18/7), 14:00-15:15-19:00-20:15 (19/7)",1976,Summer
1220,"Giant Slalom, Women",36,Alpine Skiing,"Little Papoose Peak, Squaw Valley, California",USA,1960-02-23,,10:00,1960,Winter
40601,"Individual, Men",20,Archery,"Polya dlya strelby iz luka, Sportivny komplex Krylatskoye, Moskva",na,1980-07-30,1980-08-02,na,1980,Summer
353502,"Kayak Singles, Slalom, Men",59,Canoe Slalom,"Estádio de Canoagem Slalom, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",na,2016-08-07,2016-08-10,na,2016,Summer
48552,"Doubles, Women",26,Table Tennis,"Olympiako Gymnastirio Galatsiou, Galatsi",na,2004-08-14,2004-08-20,na,2004,Summer
905486,"Individual, Women",44,Speed Skiing,"Arc 2000, Les Arcs",na,1992-02-20,1992-02-22,na,1992,Winter
255031,"Kayak Doubles, 1,000 metres, Men",12,Canoe Sprint,"Henley Royal Regatta Course, Henley-on-Thames",na,1948-08-12,,na,1948,Summer
154282,"Road Race, Individual, Men",18,Cycling Road,"Rundkurs Grünwald, Grünwald",na,1972-09-07,,10:00,1972,Summer
65593,"Javelin Throw, Men",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-22,2000-09-23,na,2000,Summer
60914,"4 x 100 metres Relay, Women",17,Athletics,"Estadio Olímpico Universitario, Ciudad de México",na,1968-10-19,1968-10-20,na,1968,Summer
259924,"Football, Women",53,Football,"Qinghuangdao Shi Ao Ti Zhongxin Tiyuchang, Qinhuangdao / Shanghai Tiyuchang, Shanghai / Shenyang Aolinpike Tiyu Zhongxin Tiyuchang, Shenyang / Tianjin Aolinpike Zhongxin Tiyuchang, Tianjin / Gongren Tiyuchang, Beijing",na,2008-08-06,2008-08-21,na,2008,Summer
61029,"200 metres, Men",18,Athletics,"Olympiastadion, Olympiapark, München",na,1972-09-03,1972-09-04,na,1972,Summer
58609,"10 kilometres Race Walk, Men",12,Athletics,"Empire Stadium, Wembley, London",na,1948-08-03,1948-08-07,na,1948,Summer
19001517,"Handball, Women",61,Handball,"Yoyogi National Gymnasium, Yoyogi Park, Shibuya, Tokyo, Japan",na,2021-07-25,2021-08-08,na,2020,Summer
19005953,"Lightweight (57-60 kilograms), Women",61,Boxing,"Ryōgoku Kokugikan, Sumida, Tokyo, Japan",na,2021-07-27,2021-08-08,na,2020,Summer
159078,"Coxless Fours, Men",22,Rowing,"Mi-sa-ri Jo-jeong-gyeong-gi-jang, Hanam",na,1988-09-20,1988-09-25,na,1988,Summer
920023,"Painting, Paintings, Open",9,Art Competitions,"Stedelijk Museum, Amsterdam",na,1928-05-17,1928-08-12,na,1928,Summer
19019664,"Two, Women",62,Bobsleigh,"Yanqing National Sliding Centre, West Dazhuangke, Zhangshanying, Yanqing District","Curves: 16Length: 1,615 mStart Altitude: 1,017 mVertical Drop: 121 m",2022-02-18,2022-02-19,na,2022,Winter
57989,"Marathon, Men",10,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1932-08-07,,15:30,1932,Summer
51533,"Small-Bore Rifle, Moving Target, 25 Yards, Men",5,Shooting,"Bisley Rifle Range, Bisley",na,1908-07-11,,na,1908,Summer
1490,"Giant Slalom, Men",49,Alpine Skiing,Sestriere Colle (Sises),Michael Morin,2006-02-20,,na,2006,Winter
8580,"200 metres Freestyle, Women",25,Swimming,"Sydney International Aquatic Centre, Olympic Park, Sydney, New South Wales",na,2000-09-18,2000-09-19,na,2000,Summer
21440,"Flyweight (≤112 pounds), Men",8,Boxing,"Vélodrome d'Hiver, Paris",na,1924-07-15,1924-07-20,na,1924,Summer
58880,"400 metres, Men",13,Athletics,"Helsingin Olympiastadion, Helsinki",na,1952-07-24,1952-07-25,na,1952,Summer
54310,"Springboard, Women",26,Diving,"Olympiako Kentro Ugrou Stivou, Olympiako Athletiko Kentro Athinon Spiros Loues, Athina (Indoor Pool)",na,2004-08-25,2004-08-26,na,2004,Summer
8694,"4 x 100 metres Freestyle Relay, Women",25,Swimming,"Sydney International Aquatic Centre, Olympic Park, Sydney, New South Wales",na,2000-09-16,,na,2000,Summer
350581,"Parallel Slalom, Women",58,Snowboarding,"Ekstrim-Park Rosa Khutor, Krasnaya Polyana / Ekstrim-Park Rosa Khutor, Krasnaya Polyana",SUI,2014-02-22,,na,2014,Winter
42470,"Singles, Men",25,Badminton,"The Dome and Exhibition Complex, Olympic Park, Sydney, New South Wales (Pavilion 4)",na,2000-09-17,2000-09-23,na,2000,Summer
1927,"50 kilometres, Men",36,Cross Country Skiing,"McKinney Creek Stadium, Tahoma, California",Course Length: ?Height Differential: ?Intermediate 1: 10.0 kmIntermediate 2: 25.0 kmIntermediate 3: 35.0 kmMaximum Climb: ?Total Climbing: ?,1960-02-27,,na,1960,Winter
7983,"100 metres Freestyle, Men",24,Swimming,"Georgia Tech Aquatic Center, Atlanta, Georgia",na,1996-07-22,,na,1996,Summer
925903,"Hammer Throw, Handicap - YMCA Handicap Meet, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-08-20,,na,1904,Summer
57216,"Discus Throw, Men",7,Athletics,"Olympisch Stadion, Antwerpen",na,1920-08-21,1920-08-22,na,1920,Summer
120000,"Unlimited Class, Greco-Roman, Men",1,Wrestling,"Panathinaiko Stadio, Athina",na,1896-04-10,1896-04-11,na,1896,Summer
304111,"Singles, Women",54,Badminton,"Wembley Arena, Wembley, London",na,2012-07-28,2012-08-04,na,2012,Summer
6097,"200 metres Breaststroke, Women",17,Swimming,"Alberca Olímpica Francisco Márquez, Ciudad de México",na,1968-10-22,1968-10-23,na,1968,Summer
50234,"Team, Men",22,Modern Pentathlon,"Su-yeong-jang, Ol-lim-pik Gong-won, Seoul / Seo-ul Gyeong-ma Gong-won, Gwacheon / Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul / Mong-chon To-seong, Ol-lim-pik Gong-won, Seoul / Taeneung International Shooting Range, Seoul",na,1988-09-18,1988-09-22,na,1988,Summer
77020,"Foil, Individual, Women",8,Fencing,"Vélodrome d'Hiver, Paris",na,1924-07-02,1924-07-04,na,1924,Summer
59451,"Hammer Throw, Men",14,Athletics,"Melbourne Cricket Ground, Melbourne, Victoria",na,1956-11-24,,na,1956,Summer
5024,"100 metres Freestyle, Men",11,Swimming,"Schwimmstadion, Reichssportfeld, Berlin",na,1936-08-08,1936-08-09,na,1936,Summer
62293,"4 x 400 metres Relay, Men",20,Athletics,"Bolshaya arena, Tsentralny stadion imeni V.I. Lenina, Moskva",na,1980-07-31,1980-08-01,na,1980,Summer
900070,"Handball, Men",13,Handball,"Helsingin Olympiastadion, Helsinki",na,1952-07-30,,19:45,1952,Summer
25824,"Light-Welterweight (≤63.5 kilograms), Men",22,Boxing,"Jam-sil Hak-saeng Che-yuk-gwan, Seoul Sports Complex, Seoul",na,1988-09-19,1988-10-02,na,1988,Summer
51722,"Rapid-Fire Pistol, 25 metres, Open",18,Shooting,"Schießanlage, Hochbrück, München",na,1972-08-31,,09:00,1972,Summer
332552,"Heavyweight, Freestyle (≤96 kilograms), Men",54,Wrestling,"ExCeL, Newham, London (North Arena 2)",na,2012-08-12,,na,2012,Summer
158961,"Coxed Fours, Men",21,Rowing,"Lake Casitas, Los Padres National Forest, California",na,1984-07-30,1984-08-05,na,1984,Summer
65447,"50 kilometres Race Walk, Men",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-29,,8:00,2000,Summer
18000159,"Kumite, ≤75 kg, Men",61,Karate,"Nippon Budokan, Chiyoda, Tokyo",na,2021-08-06,,na,2020,Summer
52031,"Small-Bore Rifle, Three Positions, 50 metres, Women",26,Shooting,"Olympiako Kentro Skopovolis Markopoulou, Markopoulo",na,2004-08-20,,na,2004,Summer
19012203,"Team, Open",61,Equestrian Eventing,"Baji Koen Equestrian Park, Setagaya, Tokyo",na,2021-07-30,2021-08-02,na,2020,Summer
159053,"Coxless Pairs, Men",22,Rowing,"Mi-sa-ri Jo-jeong-gyeong-gi-jang, Hanam",na,1988-09-19,1988-09-24,na,1988,Summer
354380,"Lightweight (≤58 kilograms), Women",59,Weightlifting,"Riocentro Pavilhão 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-08,,12:30 (B) (A),2016,Summer
900317,"Jumping, Men",18,Waterskiing,"Hindenburgufer, Kieler Förde, Kiel",na,1972-09-03,,na,1972,Summer
86731,"Foil, Individual, Women",13,Fencing,"Westendin tennishalli, Espoo",na,1952-07-26,1952-07-27,na,1952,Summer
1088,"10,000 metres, Men",45,Speed Skating,"Olympiahall, Hamar",na,1994-02-20,,14:00-17:00,1994,Winter
1585,"10 kilometres Sprint, Men",47,Biathlon,"Soldier Hollow, Wasatch Mountain State Park","Course Length: 10,445 mHeight Differential: 67 mMaximum Climb: 31 mShooting 1: Prone at 3.0 km, 50 m rangeShooting 2: Standing at 7.0 km, 50 m rangeTotal Climbing: 341 m",2002-02-13,,11:00,2002,Winter
900465,"1,500 metres Wheelchair, Men",21,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1984-08-11,,na,1984,Summer
905000,"Military Ski Patrol, Men",30,Military Ski Patrol,"Skistadion, St. Moritz",na,1928-02-12,,08:00,1928,Winter
33641,"Football, Men",11,Football,"Olympiastadion, Reichssportfeld, Berlin / Mommsenstadion, Berlin / Poststadion, Berlin / Hertha-BSC-Platz, Berlin",na,1936-08-03,1936-08-15,na,1936,Summer
157918,"Eights, Men",10,Rowing,"Long Beach Marine Stadium, Long Beach, California",na,1932-08-10,1932-08-13,na,1932,Summer
58796,"80 metres Hurdles, Women",12,Athletics,"Empire Stadium, Wembley, London",na,1948-08-03,1948-08-04,na,1948,Summer
185145,"Individual, Open",13,Equestrian Dressage,"Ruskeasuon liikuntapuisto, Helsinki",na,1952-07-28,1952-07-29,na,1952,Summer
112706,"Sabre, Individual, Men",23,Fencing,"Palacio de la Metalurgia, Barcelona",na,1992-08-02,,na,1992,Summer
9976,"Two Person Keelboat (Tempest), Open",19,Sailing,"Olympic Yachting Centre, Portsmouth Harbour, Kingston, Ontario, CAN",na,1976-07-19,1976-07-27,na,1976,Summer
925825,"1 mile - Olympic Championships of the Public Schools Athletic League, High School Events, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,,,na,1904,Summer
261170,"Windsurfer (Neil Pryde RS:X), Men",53,Sailing,"Qingdao Aolinpike Fanchuan Zhongxin, Qingdao",na,2008-08-11,2008-08-20,na,2008,Summer
158548,"Single Sculls, Men",18,Rowing,"Olympia-Regattastrecke, Oberschleißheim, München",na,1972-08-27,1972-09-02,na,1972,Summer
257625,"5,000 metres, Women",53,Athletics,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-19,2008-08-22,na,2008,Summer
353829,"Synchronized Platform, Men",59,Diving,"Parque Aquático Maria Lenk, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-08,,16:00,2016,Summer
59618,"100 metres, Men",15,Athletics,"Stadio Olimpico, Roma",na,1960-08-31,1960-09-01,na,1960,Summer
7297,"400 metres Freestyle, Men",22,Swimming,"Su-yeong-jang, Ol-lim-pik Gong-won, Seoul",na,1988-09-23,,na,1988,Summer
51536,"Free Rifle, Three Positions, 300 metres, Men",5,Shooting,"Bisley Rifle Range, Bisley",na,1908-07-11,,na,1908,Summer
58336,"Shot Put, Men",11,Athletics,"Olympiastadion, Reichssportfeld, Berlin",na,1936-08-02,,na,1936,Summer
54299,"Synchronized Platform, Women",25,Diving,"Sydney International Aquatic Centre, Olympic Park, Sydney, New South Wales",na,2000-09-28,,10:10,2000,Summer
259961,"Team All-Around, Men",53,Artistic Gymnastics,"Guojia Tiyuguan, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-09,2008-08-12,na,2008,Summer
19019733,"10 kilometres, Classical, Women",62,Cross Country Skiing,"Zhangjiakou Nordic Centre and Biathlon Centre, Chongli District, Zhangjiakou City, Hebei Province","Course Length: 10,142 mHeight Differential: 57 mIntermediate 1: 1.6 kmIntermediate 2: 5.0 kmIntermediate 3: 6.2 kmIntermediate 4: 8.4 kmMaximum Climb: 35 mTotal Climbing: 406 m",2022-02-10,,15:00,2022,Winter
65247,"Javelin Throw, Women",24,Athletics,"Centennial Olympic Stadium, Atlanta, Georgia",na,1996-07-26,1996-07-27,na,1996,Summer
358771,"Shot Put, Men",59,Athletics,"Estádio Olímpico João Havelange, Engenho de Dentro, Rio de Janeiro",na,2016-08-18,,na,2016,Summer
25222,"Bantamweight (≤54 kilograms), Men",21,Boxing,"Los Angeles Memorial Sports Arena, Los Angeles, California",na,1984-07-30,,11:00-14:00-18:00-21:30 (all days),1984,Summer
61108,"10,000 metres, Men",18,Athletics,"Olympiastadion, Olympiapark, München",na,1972-08-31,1972-09-03,na,1972,Summer
51758,"Free Pistol, 50 metres, Men",21,Shooting,"Prado Recreational Area, Chino, California",na,1984-07-29,,09:00-16:00,1984,Summer
9629,"Two Person Heavyweight Dinghy (Sharpie), Open",14,Sailing,Port Phillip Bay (Star and Sharpie Course),na,1956-11-26,1956-12-05,na,1956,Summer
925088,"Kites (large), Open",2,Ballooning,"L'Aérostation, Parc de Vincennes, Paris",na,1900-09-30,,na,1900,Summer
153233,"Road Race, Individual, Men",6,Cycling Road,"Stockholms Olympiastadion, Stockholm",na,1912-07-07,,02:00,1912,Summer
70289,"Uneven Bars, Women",16,Artistic Gymnastics,"Tōkyō Taiikukan, Shibuya, Tokyo",na,1964-10-19,1964-10-22,na,1964,Summer
319061,"Single Sculls, Men",54,Rowing,"Eton Dorney, Windsor",na,2012-07-28,2012-08-03,na,2012,Summer
157561,"Eights, Men",5,Rowing,"Henley Royal Regatta Course, Henley-on-Thames",na,1908-07-29,1908-07-31,na,1908,Summer
322203,"200 metres Breaststroke, Men",54,Swimming,"London Aquatics Centre, Olympic Park, Stratford, London",na,2012-07-31,2012-08-01,na,2012,Summer
154877,"Points Race, Men",24,Cycling Track,"Stone Mountain Velodrome, Stone Mountain, Georgia",na,1996-07-28,,11:15,1996,Summer
1568,"15 kilometres, Women",45,Biathlon,"Birkebeineren Skistadion, Lillehammer","Course Length: 15,025 mHeight Differential: 57 mMaximum Climb: 30 mShooting 1: Prone at 3.0 km, 50 m rangeShooting 2: Standing at 6.0 km, 50 m rangeShooting 3: Prone at 9.0 km, 50 m rangeShooting 4: Standing at 12.0 km, 50 m rangeTotal Climbing: 504 m",1994-02-18,,10:00-12:05,1994,Winter
19000784,"20 kilometres Race Walk, Women",61,Athletics,"Ekimae-Dori, City Center, Sapporo, Hokkaido, Japan",na,2021-08-06,,16:30,2020,Summer
901205,"800 metres Wheelchair, Women",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-28,,na,2000,Summer
438,"Four, Men1",46,Bobsleigh,"The Spiral, Asakawa, Nagano",Curves: 15Length: 1360 mStart Altitude: 1028 mVertical Drop: 113 m,1998-02-20,1998-02-21,na,1998,Winter
924555,"Giant Slalom, Women1",57,Alpine Skiing,"Whistler Creekside, Whistler (Franz's GS)",Anders Pärson,2010-02-24,2010-02-25,na,2010,Winter
70412,"Team All-Around, Men",19,Artistic Gymnastics,"Le Forum de Montréal, Montréal, Québec",na,1976-07-18,1976-07-20,"12:30-19:15-21:00 (18/7), 15:00-19:00-20:45 (20/7)",1976,Summer
9915,"Three Person Keelboat (Dragon), Open",18,Sailing,"Außenförde, Kiel-Schilksee (Kurs A)",na,1972-08-29,1972-09-08,na,1972,Summer
35882,"Hockey, Men",18,Hockey,"Hockeyanlage, Olympiapark, München",na,1972-08-27,1972-09-10,na,1972,Summer
64093,"4 x 100 metres Relay, Men",23,Athletics,"Estadio Olímpico de Montjuïc, Barcelona",na,1992-08-07,1992-08-08,na,1992,Summer
9000790,"Skeleton, Men",60,Skeleton,"Olympic Sliding Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong","Curves: 16Length: 1,376 mStart Altitude: 930 mVertical Drop: 80 m",2018-02-15,2018-02-16,na,2018,Winter
40537,"Pole Archery, Small Birds, Individual, Men",7,Archery,"Nachtegalenpark, Antwerpen",na,1920-08-03,,na,1920,Summer
1081,"1,500 metres, Women",44,Speed Skating,"Anneau de Vitesse, Albertville",na,1992-02-12,,16:00,1992,Winter
1371,"Giant Slalom, Women",43,Alpine Skiing,Nakiska (Eagle Tail - Whiskey Gap),Jules Mazzega,1988-02-24,,na,1988,Winter
2092,"Sprint, Freestyle, Men",47,Cross Country Skiing,"Soldier Hollow, Wasatch Mountain State Park","Course Length: 1,480 mHeight Differential: 32 mMaximum Climb: 14 mTotal Climbing: 50 m",2002-02-19,,na,2002,Winter
262265,"Welterweight (≤67 kilograms), Women",53,Taekwondo,"Beijing Keji Daxue Tiyuguan, Beijing",na,2008-08-22,,na,2008,Summer
555,"1,000 metres, Men",45,Short Track Speed Skating,"OL-Amfi, Hamar",na,1994-02-22,,na,1994,Winter
322179,"100 metres Freestyle, Men",54,Swimming,"London Aquatics Centre, Olympic Park, Stratford, London",na,2012-07-31,2012-08-01,na,2012,Summer
19019511,"Downhill, Women1",62,Alpine Skiing,"Yanqing National Alpine Skiing Centre, West Dazhuangke, Zhangshanying, Yanqing District (Rock)",na,2022-02-15,,11:30,2022,Winter
70295,"Individual All-Around, Men",17,Artistic Gymnastics,"Auditorio Nacional, Ciudad de México",na,1968-10-22,1968-10-24,08:30-17:00,1968,Summer
