,Country_Name,Country_Code,Year,Season,Population,GDP,GDP_Per_Capita,Y_Gold,Y_Silver,Y_Bronze,Y_Total,A_Gold,A_Silver,A_Bronze,A_Total,Y_Capita_Per_Medal,A_Capita_Per_Medal,Y_Capita_Per_GDP,A_Capita_Per_GDP,A_Score,Y_Score,Y_Score_Per_Capita,A_Score_Per_Capita,Y_Score/Population,Y_Score/GDP,Population to Gold Medal,Population to Silver Medal,Population to Bronze Medal,Population to Weight Score,GDP to Gold Medal,GDP to Silver Medal,GDP to Bronze Medal,GDP to Weight Score
663,Dominican Republic,DOM,2012,Summer,10030882.0,60681537196.305565,6049.471741,1.0,1.0,0.0,2.0,3.0,2.0,1.0,6.0,1.993842615235629e-07,5.981527845706887e-07,3.2958954113670086e-11,9.887686234101027e-11,14.0,5.0,2006176.4,716491.5714285715,4.984606538089073e-07,8.239738528417523e-11,10030882.0,10030882.0,0.0,2006176.4,60681537196.305565,60681537196.305565,0.0,12136307439.261112
664,"Egypt, Arab Rep.",EGY,2012,Summer,91240376.0,279116666685.6409,3059.135428,0.0,3.0,1.0,4.0,1.0,5.0,6.0,12.0,4.384024020242968e-08,1.3152072060728905e-07,1.4330924940806406e-11,4.2992774822419216e-11,19.0,7.0,13034339.42857143,4802125.052631579,7.672042035425193e-08,2.5079118646411208e-11,0.0,30413458.666666668,91240376.0,13034339.42857143,0.0,93038888895.21364,279116666685.6409,39873809526.52013
665,Estonia,EST,2012,Summer,1322696.0,23019150077.16968,17403.20533,0.0,1.0,1.0,2.0,7.0,5.0,7.0,19.0,1.512063240532972e-06,1.4364600785063234e-05,8.688418092306515e-11,8.25399718769119e-10,38.0,3.0,440898.6666666667,34807.78947368421,2.268094860799458e-06,1.303262713845977e-10,0.0,1322696.0,1322696.0,440898.6666666667,0.0,23019150077.16968,23019150077.16968,7673050025.7232275
666,Ethiopia,ETH,2012,Summer,94451280.0,43310721414.73863,458.5509208,3.0,2.0,3.0,8.0,21.0,9.0,16.0,46.0,8.469975208382566e-08,4.870235744819975e-07,1.8471176971154312e-10,1.062092675841373e-09,97.0,16.0,5903205.0,973724.5360824744,1.693995041676513e-07,3.6942353942308614e-10,31483760.0,47225640.0,31483760.0,5903205.0,14436907138.24621,21655360707.36932,14436907138.24621,2706920088.4211645
667,Finland,FIN,2012,Summer,5413971.0,258290060236.14288,47708.06128,0.0,2.0,1.0,3.0,51.0,61.0,72.0,184.0,5.541219190128651e-07,3.398614436612239e-05,1.1614848814767538e-11,7.12377393972409e-10,347.0,5.0,1082794.2,15602.22190201729,9.235365316881084e-07,1.935808135794589e-11,0.0,2706985.5,5413971.0,1082794.2,0.0,129145030118.07144,258290060236.14288,51658012047.22858
668,France,FRA,2012,Summer,65662240.0,2683671716666.886,40870.85236,11.0,11.0,13.0,35.0,117.0,124.0,171.0,412.0,5.330308560901974e-07,6.27453464883318e-06,1.3041833612745271e-11,1.5352101281288718e-10,770.0,68.0,965621.1764705882,85275.63636363637,1.0356028061180977e-06,2.5338419590476526e-11,5969294.545454546,5969294.545454546,5050941.538461538,965621.1764705882,243970156060.626,243970156060.626,206436285897.4528,39465760539.21892
669,Gabon,GAB,2012,Summer,1836705.0,17170465293.67026,9348.515572,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.444532464385952e-07,5.444532464385952e-07,5.823953998315008e-11,5.823953998315008e-11,2.0,2.0,918352.5,918352.5,1.0889064928771904e-06,1.1647907996630018e-10,0.0,1836705.0,0.0,918352.5,0.0,17170465293.67026,0.0,8585232646.83513
670,Georgia,GEO,2012,Summer,3728874.0,16488403075.31951,4421.818242,1.0,2.0,3.0,6.0,6.0,6.0,13.0,25.0,1.6090648276128395e-06,6.704436781720165e-06,3.6389212300256265e-10,1.5162171791773443e-09,43.0,10.0,372887.4,86718.0,2.681774712688066e-06,6.064868716709379e-10,3728874.0,1864437.0,1242958.0,372887.4,16488403075.31951,8244201537.659755,5496134358.4398365,1648840307.531951
671,"Hong Kong SAR, China",HKG,2012,Summer,7150100.0,262629441492.67,36730.8767,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.3985818380162516e-07,4.195745514048754e-07,3.807646219389725e-12,1.1422938658169175e-11,6.0,1.0,7150100.0,1191683.3333333333,1.3985818380162516e-07,3.807646219389725e-12,0.0,0.0,7150100.0,7150100.0,0.0,0.0,262629441492.67,262629441492.67
672,Hungary,HUN,2012,Summer,9920362.0,128814279285.23834,12984.83657,8.0,4.0,6.0,18.0,99.0,97.0,105.0,301.0,1.814449916242976e-06,3.034163471050754e-05,1.3973606109414248e-10,2.3366974660742716e-09,596.0,38.0,261062.15789473685,16644.90268456376,3.830505378735171e-06,2.949983511987453e-10,1240045.25,2480090.5,1653393.6666666667,261062.15789473685,16101784910.654793,32203569821.309586,21469046547.53972,3389849454.8746934
673,India,IND,2012,Summer,1274487215.0,1827637859428.3384,1434.018198,0.0,2.0,4.0,6.0,3.0,4.0,10.0,17.0,4.707775746498956e-09,1.3338697948413707e-08,3.282926083549573e-12,9.301623903390457e-12,27.0,8.0,159310901.875,47203230.18518519,6.277034328665274e-09,4.377234778066097e-12,0.0,637243607.5,318621803.75,159310901.875,0.0,913818929714.1692,456909464857.0846,228454732428.5423
674,Ireland,IRL,2012,Summer,4599533.0,225628699634.3002,49054.69743,1.0,1.0,4.0,6.0,5.0,6.0,9.0,20.0,1.304480259191531e-06,4.348267530638437e-06,2.659236174176788e-11,8.864120580589292e-11,36.0,9.0,511059.2222222223,127764.80555555556,1.9567203887872965e-06,3.988854261265181e-11,4599533.0,4599533.0,1149883.25,511059.2222222223,225628699634.3002,225628699634.3002,56407174908.57505,25069855514.922245
675,Italy,ITA,2012,Summer,59539717.0,2086957656835.2805,35051.52127,8.0,9.0,11.0,28.0,153.0,129.0,164.0,446.0,4.702743212568513e-07,7.4907981171627e-06,1.3416659369342434e-11,2.1370821709738307e-10,881.0,53.0,1123390.8867924528,67581.9716231555,8.901621080933253e-07,2.5395819520541038e-11,7442464.625,6615524.111111111,5412701.545454546,1123390.8867924528,260869707104.4101,231884184092.80896,189723423348.66187,39376559562.92983
676,Jamaica,JAM,2012,Summer,2759817.0,14807086889.340382,5365.242293,4.0,5.0,3.0,12.0,13.0,27.0,19.0,59.0,4.348114385845148e-06,2.1378229063738647e-05,8.104227448438084e-10,3.984578495482058e-09,112.0,25.0,110392.68,24641.22321428572,9.058571637177393e-06,1.6883807184246006e-09,689954.25,551963.4,919939.0,110392.68,3701771722.335096,2961417377.8680763,4935695629.780128,592283475.5736153
677,Japan,JPN,2012,Summer,127629000.0,6272362996000.47,49145.28043,7.0,14.0,17.0,38.0,119.0,109.0,134.0,362.0,2.97737974911658e-07,2.836345971526847e-06,6.058322840089205e-12,5.7713496529270845e-11,709.0,66.0,1933772.7272727275,180012.6939351199,5.171238511623534e-07,1.0522350195944409e-11,18232714.285714287,9116357.142857144,7507588.235294118,1933772.7272727275,896051856571.4957,448025928285.7479,368962529176.4982,95035802969.70409
678,Kazakhstan,KAZ,2012,Summer,16792090.0,207998568944.7743,12386.69927,3.0,1.0,7.0,11.0,13.0,19.0,20.0,52.0,6.550703337106935e-07,3.0966961229960058e-06,5.2884979237143745e-11,2.5000172003013406e-10,97.0,18.0,932893.8888888888,173114.3298969072,1.0719332733447712e-06,8.653905693350795e-11,5597363.333333333,16792090.0,2398870.0,932893.8888888888,69332856314.92476,207998568944.7743,29714081277.824898,11555476052.48746
679,Kenya,KEN,2012,Summer,43725806.0,56396706005.29253,1289.780822,2.0,4.0,7.0,13.0,25.0,32.0,33.0,90.0,2.973072697619342e-07,2.058281098351852e-06,2.3050991663910336e-10,1.5958378844245614e-09,172.0,21.0,2082181.238095238,254219.8023255814,4.802655896154321e-07,3.7236217303239774e-10,21862903.0,10931451.5,6246543.714285715,2082181.238095238,28198353002.646263,14099176501.323132,8056672286.470361,2685557428.8234534
680,"Korea, Rep.",KOR,2012,Summer,50199853.0,1278427634490.2036,25466.76052,13.0,9.0,8.0,30.0,104.0,97.0,84.0,285.0,5.976113117303352e-07,5.677307461438184e-06,2.3466326282881894e-11,2.2293009968737803e-10,590.0,65.0,772305.4307692308,85084.49661016949,1.2948245087490594e-06,5.0843706946244114e-11,3861527.153846154,5577761.444444444,6274981.625,772305.4307692308,98340587268.4772,142047514943.35596,159803454311.27545,19668117453.69544
681,Lithuania,LTU,2012,Summer,2987773.0,42927454276.92166,14367.70942,2.0,0.0,3.0,5.0,6.0,5.0,10.0,21.0,1.673487242839399e-06,7.0286464199254765e-06,1.164755768591678e-10,4.891974228085045e-10,38.0,9.0,331974.7777777777,78625.6052631579,3.0122770371109185e-06,2.0965603834650203e-10,1493886.5,0.0,995924.3333333334,331974.7777777777,21463727138.46083,0.0,14309151425.640554,4769717141.880184
682,Mexico,MEX,2012,Summer,115755909.0,1201089987427.272,10376.05767,1.0,3.0,4.0,8.0,10.0,17.0,23.0,50.0,6.911094275109534e-08,4.319433921943458e-07,6.6606166763041254e-12,4.1628854226900786e-11,87.0,13.0,8904300.692307692,1330527.6896551724,1.123052819705299e-07,1.0823502098994203e-11,115755909.0,38585303.0,28938977.25,8904300.692307692,1201089987427.272,400363329142.424,300272496856.818,92391537494.40552
683,Montenegro,MNE,2012,Summer,620601.0,4087725812.46868,6586.721279,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.6113412643550363e-06,1.6113412643550363e-06,2.4463480328101437e-10,2.4463480328101437e-10,2.0,2.0,310300.5,310300.5,3.222682528710073e-06,4.892696065620285e-10,0.0,620601.0,0.0,310300.5,0.0,4087725812.46868,0.0,2043862906.23434
684,Morocco,MAR,2012,Summer,33352169.0,96969737711.006,2907.449219,0.0,0.0,1.0,1.0,6.0,5.0,11.0,22.0,2.9983057473713326e-08,6.596272644216932e-07,1.0312495667259092e-11,2.268749046797e-10,39.0,1.0,33352169.0,855183.8205128205,2.9983057473713326e-08,1.0312495667259092e-11,0.0,0.0,33352169.0,33352169.0,0.0,0.0,96969737711.006,96969737711.006
685,New Zealand,NZL,2012,Summer,4408100.0,176206659728.156,39973.38076,6.0,2.0,5.0,13.0,37.0,18.0,35.0,90.0,2.9491163993557315e-06,2.041695968784737e-05,7.377700718040871e-11,5.107638958643677e-10,182.0,27.0,163262.96296296295,24220.32967032967,6.125087906354211e-06,1.5322916875931037e-10,734683.3333333334,2204050.0,881620.0,163262.96296296295,29367776621.359333,88103329864.078,35241331945.6312,6526172582.524297
686,Norway,NOR,2012,Summer,5018573.0,509506317387.5087,101524.1419,2.0,1.0,1.0,4.0,99.0,101.0,76.0,276.0,7.970393177502848e-07,5.499571292476965e-05,7.850736808348092e-12,5.417008397760181e-10,575.0,9.0,557619.2222222222,8727.953043478261,1.793338464938141e-06,1.7664157818783207e-11,2509286.5,5018573.0,5018573.0,557619.2222222222,254753158693.7544,509506317387.5087,509506317387.5087,56611813043.056526
687,Poland,POL,2012,Summer,38063164.0,495236910785.006,13010.92339,3.0,2.0,6.0,11.0,63.0,75.0,114.0,252.0,2.88993316477842e-07,6.620574159310561e-06,2.221159158464939e-11,5.088473708483313e-10,453.0,19.0,2003324.421052632,84024.64459161148,4.991702739162725e-07,3.8365476373485306e-11,12687721.333333334,19031582.0,6343860.666666667,2003324.421052632,165078970261.66867,247618455392.503,82539485130.83434,26065100567.631893
688,Qatar,QAT,2012,Summer,1905660.0,186833502366.2784,98041.36224,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.049505158317853e-06,2.099010316635706e-06,1.0704718236663427e-11,2.1409436473326848e-11,5.0,3.0,635220.0,381132.0,1.5742577374767796e-06,1.605707735499514e-11,0.0,1905660.0,1905660.0,635220.0,0.0,186833502366.2784,186833502366.2784,62277834122.0928
689,Romania,ROU,2012,Summer,20058035.0,179132893150.44293,8930.729912,2.0,4.0,1.0,7.0,82.0,88.0,112.0,282.0,3.48987326026702e-07,1.4059203705647138e-05,3.907713361231274e-11,1.574250239810313e-09,534.0,15.0,1337202.3333333333,37561.86329588015,7.478299843429329e-07,8.373671488352728e-11,10029017.5,5014508.75,20058035.0,1337202.3333333333,89566446575.22147,44783223287.61073,179132893150.44293,11942192876.696196
690,Russian Federation,RUS,2012,Summer,143201721.0,2208295839325.875,15420.875,19.0,21.0,26.0,66.0,165.0,138.0,156.0,459.0,4.608883157207308e-07,3.2052687411487183e-06,2.9887299891914744e-11,2.0785258561195248e-10,927.0,125.0,1145613.768,154478.6634304207,8.728945373498689e-07,5.6604734643777917e-11,7536932.684210527,6819129.571428572,5507758.5,1145613.768,116226096806.625,105156944729.80356,84934455358.6875,17666366714.607
691,Serbia,SRB,2012,Summer,7199077.0,43309252924.15456,6015.945228,1.0,1.0,2.0,4.0,1.0,2.0,4.0,7.0,5.556267838224261e-07,9.723468716892458e-07,9.235901637474583e-11,1.6162827865580522e-10,11.0,7.0,1028439.5714285716,654461.5454545454,9.723468716892458e-07,1.6162827865580522e-10,7199077.0,7199077.0,3599538.5,1028439.5714285716,43309252924.15456,43309252924.15456,21654626462.07728,6187036132.022079
692,Singapore,SGP,2012,Summer,5312437.0,295087220939.972,55546.48854,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,3.764750527865084e-07,7.529501055730167e-07,6.7776571063605936e-12,1.3555314212721187e-11,6.0,2.0,2656218.5,885406.1666666666,3.764750527865084e-07,6.7776571063605936e-12,0.0,0.0,2656218.5,2656218.5,0.0,0.0,147543610469.986,147543610469.986
693,Slovak Republic,SVK,2012,Summer,5407579.0,94623731084.20808,17498.3539,0.0,1.0,3.0,4.0,8.0,12.0,8.0,28.0,7.397025545072943e-07,5.17791788155106e-06,4.2272693690764497e-11,2.9590885583535154e-10,56.0,5.0,1081515.8,96563.91071428572,9.24628193134118e-07,5.2840867113455626e-11,0.0,5407579.0,1802526.3333333333,1081515.8,0.0,94623731084.20808,31541243694.736027,18924746216.841618
694,Spain,ESP,2012,Summer,46773055.0,1324750738616.1323,28322.94659,4.0,10.0,6.0,20.0,37.0,56.0,37.0,130.0,4.2759661518795385e-07,2.7793779987217e-06,1.5097179731254575e-11,9.813166825315472e-11,260.0,38.0,1230869.8684210526,179896.36538461538,8.124335688571123e-07,2.8684641489383688e-11,11693263.75,4677305.5,7795509.166666667,1230869.8684210526,331187684654.0331,132475073861.61324,220791789769.35535,34861861542.5298
695,Sweden,SWE,2012,Summer,9519374.0,552483727290.2537,58037.82132,1.0,4.0,3.0,8.0,66.0,75.0,80.0,221.0,8.40391395484619e-07,2.32158123002626e-05,1.4480064488482406e-11,4.0001178149432645e-10,428.0,14.0,679955.2857142857,22241.528037383177,1.4706849420980834e-06,2.5340112854844208e-11,9519374.0,2379843.5,3173124.6666666665,679955.2857142857,552483727290.2537,138120931822.56342,184161242430.08456,39463123377.87526
696,Tajikistan,TJK,2012,Summer,7956382.0,7633049792.42771,959.361905,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,1.2568526749972537e-07,3.770558024991762e-07,1.3100923316287547e-10,3.930276994886264e-10,4.0,1.0,7956382.0,1989095.5,1.2568526749972537e-07,1.3100923316287547e-10,0.0,0.0,7956382.0,7956382.0,0.0,0.0,7633049792.42771,7633049792.42771
697,Thailand,THA,2012,Summer,69157023.0,397558222952.3555,5748.631241,0.0,2.0,2.0,4.0,7.0,6.0,14.0,27.0,5.783938964521362e-08,3.904158801051919e-07,1.006141935713243e-11,6.79145806606439e-11,47.0,6.0,11526170.5,1471426.0212765958,8.675908446782044e-08,1.5092129035698644e-11,0.0,34578511.5,34578511.5,11526170.5,0.0,198779111476.17776,198779111476.17776,66259703825.392586
698,Trinidad and Tobago,TTO,2012,Summer,1430377.0,27121712418.76343,18961.23359,1.0,1.0,2.0,4.0,3.0,4.0,8.0,15.0,2.7964655471949005e-06,1.0486745801980876e-05,1.4748331293538482e-10,5.530624235076931e-10,25.0,7.0,204339.57142857145,57215.08,4.893814707591075e-06,2.5809579763692343e-10,1430377.0,1430377.0,715188.5,204339.57142857145,27121712418.76343,27121712418.76343,13560856209.381716,3874530345.537633
699,Tunisia,TUN,2012,Summer,11174383.0,47311159484.45154,4233.894568,2.0,0.0,1.0,3.0,4.0,2.0,4.0,10.0,2.6847119881249817e-07,8.949039960416607e-07,6.340998683378132e-11,2.1136662277927103e-10,20.0,7.0,1596340.4285714286,558719.15,6.264327972291624e-07,1.4795663594548972e-10,5587191.5,0.0,11174383.0,1596340.4285714286,23655579742.22577,0.0,47311159484.45154,6758737069.207362
700,Turkiye,TUR,2012,Summer,75277439.0,880556375545.2139,11697.48051,1.0,1.0,1.0,3.0,26.0,15.0,17.0,58.0,3.985257787529144e-08,7.704831722556342e-07,3.406936890488688e-12,6.586744654944796e-11,125.0,6.0,12546239.833333334,602219.512,7.970515575058287e-08,6.813873780977376e-12,75277439.0,75277439.0,75277439.0,12546239.833333334,880556375545.2139,880556375545.2139,880556375545.2139,146759395924.2023
701,Uganda,UGA,2012,Summer,34273295.0,27305915759.639824,796.711135,1.0,0.0,0.0,1.0,2.0,3.0,2.0,7.0,2.9177235512371956e-08,2.0424064858660364e-07,3.66221008224919e-11,2.5635470575744326e-10,14.0,3.0,11424431.666666666,2448092.5,8.753170653711586e-08,1.0986630246747567e-10,34273295.0,0.0,0.0,11424431.666666666,27305915759.639824,0.0,0.0,9101971919.879942
702,Ukraine,UKR,2012,Summer,45593342.0,182592418612.8185,4004.804443,5.0,4.0,10.0,19.0,33.0,26.0,55.0,114.0,4.1672751253900187e-07,2.500365075234012e-06,1.0405689428041864e-10,6.243413656825116e-10,206.0,33.0,1381616.4242424243,221326.90291262136,7.23789890199319e-07,1.8073039532914812e-10,9118668.4,11398335.5,4559334.2,1381616.4242424243,36518483722.563705,45648104653.20463,18259241861.281853,5533103594.327834
703,United Kingdom,GBR,2012,Summer,63700215.0,2706340967060.005,42485.58607,29.0,18.0,18.0,65.0,113.0,122.0,147.0,382.0,1.0204047191991424e-06,5.996840042062653e-06,2.401766842801476e-11,1.4114998983848668e-10,730.0,141.0,451774.57446808513,87260.56849315068,2.213493313955063e-06,5.209986535923201e-11,2196559.1379310344,3538900.833333333,3538900.833333333,451774.57446808513,93322102312.41396,150352275947.77805,150352275947.77805,19193907567.801453
704,United States,USA,2012,Summer,313877662.0,16253972228780.984,51784.41857,47.0,27.0,30.0,104.0,604.0,501.0,436.0,1541.0,3.313392846669032e-07,4.909556131458632e-06,6.3984359352999686e-12,9.48075940028582e-11,3250.0,225.0,1395011.8311111112,96577.74215384616,7.168397985582038e-07,1.3842770052331666e-11,6678248.127659574,11625098.592592591,10462588.733333332,1395011.8311111112,345829196357.04224,601998971436.3328,541799074292.69946,72239876572.35992
705,Uzbekistan,UZB,2012,Summer,29774500.0,67517349201.487495,2267.623275,0.0,0.0,3.0,3.0,4.0,4.0,11.0,19.0,1.0075735948546576e-07,6.381299434079498e-07,4.443302403723377e-11,2.814091522358139e-10,31.0,3.0,9924833.333333334,960467.741935484,1.0075735948546576e-07,4.443302403723377e-11,0.0,0.0,9924833.333333334,9924833.333333334,0.0,0.0,22505783067.1625,22505783067.1625
706,"Venezuela, RB",VEN,2012,Summer,29470426.0,381286237929.15765,12937.9276,1.0,0.0,0.0,1.0,2.0,2.0,7.0,11.0,3.3932322525639774e-08,3.732555477820375e-07,2.622701531089088e-12,2.884971684197997e-11,17.0,3.0,9823475.333333334,1733554.4705882352,1.0179696757691932e-07,7.868104593267264e-12,29470426.0,0.0,0.0,9823475.333333334,381286237929.15765,0.0,0.0,127095412643.05257
707,Australia,AUS,2014,Winter,23475686.0,1467545212589.597,62513.41122,0.0,2.0,1.0,3.0,112.0,133.0,150.0,395.0,1.2779179275101909e-07,1.682591937888418e-05,2.044230034116815e-12,2.6915695449204727e-10,752.0,5.0,4695137.2,31217.667553191488,2.1298632125169849e-07,3.407050056861358e-12,0.0,11737843.0,23475686.0,4695137.2,0.0,733772606294.7985,1467545212589.597,293509042517.9194
708,Austria,AUT,2014,Winter,8546356.0,442584815245.0925,51786.37717,4.0,8.0,5.0,17.0,56.0,77.0,80.0,213.0,1.9891518677668e-06,2.4922902813784028e-05,3.8410716803706473e-11,4.812636870111458e-10,402.0,33.0,258980.4848484849,21259.592039800995,3.861294802135553e-06,7.456197967778316e-11,2136589.0,1068294.5,1709271.2,258980.4848484849,110646203811.27312,55323101905.636566,88516963049.01851,13411661068.033108
709,Belarus,BLR,2014,Winter,9448515.0,78813839988.02669,8341.399679,5.0,0.0,1.0,6.0,17.0,27.0,40.0,84.0,6.350204238443819e-07,8.890285933821347e-06,7.61287611530096e-11,1.0658026561421343e-09,145.0,16.0,590532.1875,65162.1724137931,1.6933877969183518e-06,2.0301002974135888e-10,1889703.0,0.0,9448515.0,590532.1875,15762767997.605335,0.0,78813839988.02669,4925864999.251668
710,Canada,CAN,2014,Winter,35437435.0,1805749878325.109,50955.99832,10.0,10.0,5.0,25.0,91.0,124.0,118.0,333.0,7.054686661153664e-07,9.39684263265668e-06,1.3844663815338756e-11,1.8441092202031224e-10,639.0,55.0,644317.0,55457.64475743349,1.5520310654538062e-06,3.045826039374527e-11,3543743.5,3543743.5,7087487.0,644317.0,180574987832.5109,180574987832.5109,361149975665.0218,32831815969.54744
711,China,CHN,2014,Winter,1371860000.0,10475682920247.86,7636.116601,3.0,4.0,2.0,9.0,210.0,171.0,148.0,529.0,6.560436196113306e-09,3.856078608604377e-07,8.591325327921489e-13,5.0497901094116316e-11,1120.0,19.0,72203157.89473684,1224875.0,1.3849809747350314e-08,1.8137242358945368e-12,457286666.6666667,342965000.0,685930000.0,72203157.89473684,3491894306749.2866,2618920730061.965,5237841460123.93,551351732644.6241
712,Czechia,CZE,2014,Winter,10525347.0,209358834201.9588,19890.91991,2.0,4.0,3.0,9.0,21.0,24.0,26.0,71.0,8.550786971678939e-07,6.7456208332133845e-06,4.2988393751362396e-11,3.3913066181630333e-10,137.0,17.0,619138.0588235294,76827.35036496351,1.6151486502060218e-06,8.120029930812895e-11,5262673.5,2631336.75,3508449.0,619138.0588235294,104679417100.9794,52339708550.4897,69786278067.3196,12315225541.291697
713,Finland,FIN,2014,Winter,5461512.0,274862826770.71848,50327.24029,1.0,3.0,1.0,5.0,52.0,64.0,73.0,189.0,9.154973933958216e-07,3.4605801470362054e-05,1.819089201236672e-11,6.87615718067462e-10,357.0,10.0,546151.2,15298.35294117647,1.830994786791643e-06,3.638178402473344e-11,5461512.0,1820504.0,5461512.0,546151.2,274862826770.71848,91620942256.90616,274862826770.71848,27486282677.07185
714,France,FRA,2014,Winter,66312067.0,2855964488313.4043,43068.54872,4.0,4.0,7.0,15.0,121.0,128.0,178.0,427.0,2.2620317354909175e-07,6.439250340364146e-06,5.2521661461057876e-12,1.4951166295914474e-10,797.0,27.0,2456002.4814814813,83202.09159347553,4.071657123883652e-07,9.453899062990418e-12,16578016.75,16578016.75,9473152.42857143,2456002.4814814813,713991122078.3511,713991122078.3511,407994926901.9149,105776462530.12608
715,Italy,ITA,2014,Winter,60789140.0,2162009616169.8127,35565.72138,0.0,2.0,6.0,8.0,153.0,131.0,170.0,454.0,1.3160245399095956e-07,7.468439263986955e-06,3.700261062748042e-12,2.099898153109513e-10,891.0,10.0,6078914.0,68225.74635241301,1.6450306748869945e-07,4.625326328435053e-12,0.0,30394570.0,10131523.333333334,6078914.0,0.0,1081004808084.9066,360334936028.3022,216200961616.9813
716,Japan,JPN,2014,Winter,127276000.0,4896994405839.0,38475.39525,1.0,4.0,3.0,8.0,120.0,113.0,137.0,370.0,6.285552657217387e-08,2.907068103963041e-06,1.6336551233264813e-12,7.555654945384976e-11,723.0,14.0,9091142.857142856,176038.7275242047,1.0999717150130425e-07,2.858896465821342e-12,127276000.0,31819000.0,42425333.333333336,9091142.857142856,4896994405839.0,1224248601459.75,1632331468613.0,349785314702.7857
717,Kazakhstan,KAZ,2014,Winter,17288285.0,221415572878.01663,12807.26069,0.0,0.0,1.0,1.0,13.0,19.0,21.0,53.0,5.7842637369756454e-08,3.065659780597092e-06,4.516394158738441e-12,2.3936889041313736e-10,98.0,1.0,17288285.0,176411.07142857142,5.784263736975645e-08,4.516394158738441e-12,0.0,0.0,17288285.0,17288285.0,0.0,0.0,221415572878.01663,221415572878.01663
718,"Korea, Rep.",KOR,2014,Winter,50746659.0,1484318219584.19,29249.57522,3.0,3.0,2.0,8.0,107.0,100.0,86.0,293.0,1.5764584620240713e-07,5.7737791171631615e-06,5.389679850619285e-12,1.9739702452893126e-10,607.0,17.0,2985097.588235294,83602.4036243822,3.349974231801152e-07,1.1453069682565979e-11,16915553.0,16915553.0,25373329.5,2985097.588235294,494772739861.3967,494772739861.3967,742159109792.095,87312836446.12881
719,Norway,NOR,2014,Winter,5137232.0,498410050237.148,97019.18275,11.0,6.0,9.0,26.0,110.0,107.0,85.0,302.0,5.061091264712203e-06,5.878652161319559e-05,5.216588226427008e-11,6.059267863003679e-10,629.0,54.0,95133.92592592593,8167.300476947536,1.0511497242094575e-05,1.0834452470271477e-10,467021.0909090909,856205.3333333334,570803.5555555555,95133.92592592593,45310004567.01346,83068341706.19133,55378894470.79422,9229815745.13237
720,Poland,POL,2014,Winter,38011735.0,539087652383.5625,14182.1375,4.0,1.0,1.0,6.0,67.0,76.0,115.0,258.0,1.5784599150762257e-07,6.787377634827771e-06,1.1129915466383158e-11,4.785863650544758e-10,468.0,15.0,2534115.6666666665,81221.65598290598,3.9461497876905643e-07,2.782478866595789e-11,9502933.75,38011735.0,38011735.0,2534115.6666666665,134771913095.89062,539087652383.5625,539087652383.5625,35939176825.57083
721,Russian Federation,RUS,2014,Winter,143819667.0,2027231464789.8696,14095.64844,10.0,10.0,9.0,29.0,175.0,148.0,165.0,488.0,2.016414069433216e-07,3.393138158218653e-06,1.4305223899534314e-11,2.407223883783705e-10,986.0,59.0,2437621.474576271,145861.73123732253,4.10235965850206e-07,2.9103731381811197e-11,14381966.7,14381966.7,15979963.0,2437621.474576271,202723146478.98697,202723146478.98697,225247940532.20773,34359855335.42152
722,Slovak Republic,SVK,2014,Winter,5418649.0,101437045014.82286,18719.98814,1.0,0.0,0.0,1.0,9.0,12.0,8.0,29.0,1.845478457822236e-07,5.351887527684484e-06,9.85833134092058e-12,2.8589160888669686e-10,59.0,3.0,1806216.3333333333,91841.50847457629,5.536435373466707e-07,2.9574994022761744e-11,5418649.0,0.0,0.0,1806216.3333333333,101437045014.82286,0.0,0.0,33812348338.27429
723,Sweden,SWE,2014,Winter,9696110.0,581964017259.8107,60020.36046,2.0,7.0,6.0,15.0,68.0,82.0,86.0,236.0,1.547012152296127e-06,2.43396578627924e-05,2.577478942878256e-11,4.055233536795122e-10,454.0,26.0,372927.3076923077,21357.07048458149,2.68148773064662e-06,4.467630167655644e-11,4848055.0,1385158.5714285714,1616018.3333333333,372927.3076923077,290982008629.90533,83137716751.40152,96994002876.63512,22383231433.06964
724,Ukraine,UKR,2014,Winter,45272155.0,140553893195.3052,3104.643311,1.0,0.0,1.0,2.0,34.0,26.0,56.0,116.0,4.417726525278065e-08,2.562281384661278e-06,1.4229417304157636e-11,8.253062036411426e-10,210.0,4.0,11318038.75,215581.69047619047,8.83545305055613e-08,2.845883460831527e-11,45272155.0,0.0,45272155.0,11318038.75,140553893195.3052,0.0,140553893195.3052,35138473298.8263
725,United Kingdom,GBR,2014,Winter,64602298.0,3065223279437.361,47447.58893,1.0,1.0,3.0,5.0,114.0,123.0,150.0,387.0,7.739662759365e-08,5.99049897574851e-06,1.631202540298395e-12,1.2625507661909574e-10,738.0,8.0,8075287.25,87536.9891598916,1.2383460414984e-07,2.609924064477432e-12,64602298.0,64602298.0,21534099.33333333,8075287.25,3065223279437.361,3065223279437.361,1021741093145.787,383152909929.6701
